x1,x2,y
-46.45510800892552,-85.0787528071082,0
-29.3637454441577,-49.955693355774386,0
-35.39752926394888,-61.87945149982879,0
43.47134956131219,134.43071461738808,1
-28.53351478166735,-43.96535768082559,0
-20.075234660715623,-37.33106394047946,0
47.40737681721087,128.163608838714,1
-11.92709663506637,-22.175584001708874,0
42.035452299093905,126.30255877305929,1
-6.714412762770927,-8.062931865543012,0
-3.560417349765629,-2.858906362436991,0
-4.966247787870913,-0.7739355338663145,0
39.305431569001705,124.34485620874297,1
40.346908433938744,115.35949550753949,1
-0.0008361170216772962,1.0432705113393967,0
36.54200546550665,113.57739746368381,1
-1.3578121265746432,1.5150119114551615,0
31.556013435308472,108.32308081574318,1
20.034532632547688,84.87117970675479,1
0.5763162618072215,2.2946066547494444,0
16.96651789961259,34.61309494659642,0
16.96651789961259,77.51666656382275,1
7.963219791251099,65.89108093497921,1
6.3252736973201,62.622685182255935,1
6.400509785799628,62.251223566810964,1
6.467760738172309,61.65496843326598,1
-2.9142094277039092,47.01946807372048,1
-8.000417887780664,38.71190674404278,1
29.825677373503467,96.7452499336383,1
-4.966247787870913,41.79042008506015,1
27.96937929294403,93.31806621638161,1
7.2454036703889955,60.81632017155552,1
29.825677373503467,60.29012829324925,0
-11.92709663506637,29.107272894607274,1
11.310734888144069,66.35889030349834,1
23.317272489713336,85.29049271580533,1
-6.714412762770927,35.11505044654437,1
-29.3637454441577,-7.59966299894786,1
-0.5246090121703944,42.64847647791863,1
7.187767240261053,20.869153299200534,0
-38.952006394614486,-59.444018823706465,0
1.6930164448248348,13.074118536481707,0
29.53513659621575,94.59122106896805,1
-1.3578121265746432,40.78916363852898,1
-28.53351478166735,-6.410783852480751,1
-38.952006394614486,-26.150365455003936,1
37.28400282987225,107.33258435464853,1
-0.5236720018549121,40.73790243303215,1
39.305431569001705,78.93629655536718,0
15.838634732889034,67.11233012340372,1
-35.39752926394888,-25.205978913844497,1
15.017371499670077,64.7169066168876,1
-27.655918499710026,-38.774803831534015,0
15.017371499670077,36.76946293924768,0
7.963219791251099,26.08331565870097,0
47.40737681721087,96.86712669129736,0
29.53513659621575,65.24970416736534,0
7.2454036703889955,24.90964334566142,0
-8.000417887780664,-2.226388142450846,0
-0.5236720018549121,11.37950096465299,0
7.187767240261053,50.52081357812537,1
-0.5246090121703944,11.550792960138027,0
11.310734888144069,32.99411571065532,0
31.556013435308472,70.43760766610293,0
6.400509785799628,26.40622357530181,0
-45.37422269448666,-43.13275791096184,1
-34.656148535746794,-24.53086325515494,1
1.6930164448248348,40.526126237422226,1
27.398799939576413,64.27786405269376,0
-46.45510800892552,-46.827430336645165,1
43.47134956131219,95.03123206099184,0
-2.9142094277039092,9.217009179728866,0
40.346908433938744,90.36606400089654,0
3.2212515417699734,21.00962529676581,0
-9.674530897859576,17.502419517682192,1
-12.11338327692949,12.367696678141515,1
-3.560417349765629,28.618516019077372,1
42.035452299093905,95.10477758205897,0
-14.040672521491487,-11.526294561274831,0
6.3252736973201,28.746595748345076,0
-45.37422269448666,-68.70713949525961,0
-9.674530897859576,-0.9303853885413282,0
-14.040672521491487,7.291764560284407,1
15.838634732889034,48.115079157254165,0
-20.075234660715623,-4.347513035527147,1
-12.11338327692949,-4.22030777554431,0
36.54200546550665,92.20800744230533,0
6.467760738172309,34.20678407645716,0
0.5763162618072215,35.570436563225094,1
-34.656148535746794,-44.73346093756327,0
27.96937929294403,75.8738820617029,0
37.28400282987225,95.36842815060703,0
33.77014014976861,98.761982455271,1
-0.0008361170216772962,34.034991838248565,1
23.317272489713336,70.899052813856,0
33.77014014976861,91.86304754640784,0
3.2212515417699734,38.82470439006004,1
27.398799939576413,85.0538508641426,1
20.034532632547688,64.9153655506272,0
-27.655918499710026,-24.530647942788512,1
