x1,x2,y
-4.881350392732472,12.901186695064531,0
-21.51893663724195,-23.68668995701793,0
-10.276337607164386,-12.224046413612724,0
-4.488318299689688,-6.949101849679456,0
7.6345200661095305,25.450069417564244,0
-14.58941130666561,-23.372969059057652,0
6.241278873730749,15.794748616411074,0
-39.17730007820798,-77.01892061174533,0
-46.366276050102925,-74.59269299494139,0
11.65584811742223,23.597382700470238,0
-29.172503808266455,-39.080488903963506,0
-2.889491975290447,-2.1053178155715178,0
-6.804456109393229,-11.620860154117564,0
-42.5596638292661,-82.87925180256707,0
42.8963941802113,102.59398354427046,0
41.28707002984593,88.70832030601298,0
47.97816025596743,106.46980717893732,0
-33.2619845547938,-52.589749326489674,0
-27.815675094985053,-34.11757084425027,0
-37.00121482468191,-55.82632308158061,0
-47.861834223276404,-88.96547081558494,0
-29.91585642167236,-56.54464286106653,0
3.8520637747068136,9.088485559943576,0
-28.052917628645545,-48.565869395267526,0
38.172557413106674,82.8980685572053,0
-13.992102132752379,-16.580690095492766,0
35.66467125909536,88.41137590688272,0
-44.466891704958385,-71.54314726894535,0
-2.184832175007166,2.718306814539834,0
8.533806000947642,26.565785899398296,0
23.544438789537303,51.61765162249718,0
-27.423368943421664,-35.133100079180366,0
4.384966778345145,10.191135467521297,0
-6.84339488686485,3.7381412693949834,0
48.121019956364485,115.70942481125655,0
-11.763549707587707,-4.0919103689565866,0
-11.209572272242141,-15.93358043585041,0
-11.69339968747569,-14.041470926637345,0
-44.37480785146242,-74.05962482301511,0
-18.182029910348348,-29.54351226008502,0
14.049209942621403,37.36973986569002,0
6.296804620065856,17.519966244772704,0
-19.763119592726483,-28.02984209155278,0
43.97745283707302,89.07021320549889,0
-16.676671544566773,-13.358445974868097,0
-17.063786961815936,-32.20366274896605,0
28.96174389261591,70.89436650601998,0
37.10737023451467,81.88499295765924,0
18.457164907581614,51.35290353594762,0
13.628922905737738,51.2436793323111,0
-7.019677041787965,2.099902027824168,0
6.139848653767963,13.1637582014232,0
-48.83738380592261,-86.91470662414369,0
39.79551892519719,92.34145915835064,0
29.11232439051653,71.62908614861936,0
33.86904821150037,84.77290918809669,0
-15.310832546539842,-23.681762649785533,0
24.670839746021787,52.56319362870158,0
3.3689227143693685,16.554737342416097,0
25.557440799839725,75.02502466957817,0
34.10304163544803,72.88435556466717,0
38.962485883569485,100.52457064034489,0
-15.632958946527339,-17.670769141121518,0
36.18170486513862,83.78619527142139,0
30.34176383199465,82.73456291973655,0
13.127482933903586,37.72006491202182,0
-32.09932298479352,-46.09445505429845,0
40.289872420693875,90.5553778839653,0
